name,fuel,seller_type,transmission,owner,owner_numeric,log_selling_price,log_km_driven,scaled_age
Hyundai Grand i10 SportZ Edition,1,0,0,1,,12.793862088206213,10.308985993422082,0.13513513513513514
Maruti Swift Dzire VXi,1,0,0,0,,12.560247968016562,11.141876276228,0.21621621621621623
Mahindra KUV 100 mFALCON D75 K8,0,0,0,1,,12.765691290604371,10.811766273800105,0.10810810810810811
Hyundai i10 Era,1,0,0,1,,11.775297421715827,10.308985993422082,0.32432432432432434
Chevrolet Enjoy 1.3 TCDi LTZ 8,0,0,0,0,,13.122365377402328,12.19602736016897,0.10810810810810811
Hyundai i20 Asta (o),1,0,0,0,,12.765691290604371,11.289794413577894,0.2702702702702703
Maruti Baleno Delta Automatic,1,0,1,0,,13.437175577097312,9.852246888342531,0.02702702702702703
Maruti Eeco CNG 5 Seater AC BSIV,3,0,0,0,,12.896719202134523,8.517393171418904,0.0
Hyundai Grand i10 1.2 Kappa Magna BSIV,1,0,0,0,,13.171155446333852,9.210440366976517,0.08108108108108109
Maruti Ertiga BSIV VXI,1,0,0,0,,13.547632419997361,10.596659732783579,0.08108108108108109
Maruti Swift VDI,0,0,0,2,,13.017005083966255,11.48247656671073,0.21621621621621623
Tata Estate Std,0,0,0,2,,11.264476926102367,11.289794413577894,0.5675675675675675
Nissan Micra Active XV,1,0,0,0,,12.873904582205107,10.308985993422082,0.16216216216216217
Maruti Ertiga SHVS ZDI Plus,0,0,0,0,,13.753636218075409,11.695255355062795,0.08108108108108109
Renault Duster 110PS Diesel RxZ,0,0,0,1,,13.384729180332174,11.695255355062795,0.1891891891891892
Ford Figo Diesel Titanium,0,0,0,3,,12.676079399771027,11.5520981000447,0.21621621621621623
Toyota Corolla AE,1,0,0,1,,11.884495917930655,11.156264806643742,0.4594594594594595
Ford Figo Aspire 1.5 TDCi Titanium,0,0,0,0,,13.415034483903348,11.156264806643742,0.08108108108108109
Maruti SX4 ZDI Leather,0,0,0,3,,12.765691290604371,11.652696102959753,0.24324324324324326
Tata Indica Vista Quadrajet VX,0,0,0,1,,12.560247968016562,12.08954444723597,0.21621621621621623
Maruti Zen Estilo LX BSIV,1,0,0,2,,12.611541086966115,10.596659732783579,0.24324324324324326
Ford Figo Diesel EXI,0,0,0,0,,12.611541086966115,11.289794413577894,0.24324324324324326
Audi Q7 3.0 TDI Quattro,0,0,1,3,,13.60479076121576,11.49273296168228,0.2972972972972973
Tata Indica V2 DLS TC,0,0,0,1,,11.407576060361786,11.678448377988165,0.2972972972972973
Maruti Alto LX,1,0,0,1,,11.51293546492023,11.51293546492023,0.4324324324324324
Tata Indica V2 2001-2011 DLS BSIII,0,0,0,1,,11.407576060361786,11.695255355062795,0.2972972972972973
Mahindra Scorpio Gateway 2WD,0,0,0,1,,13.038981768465277,11.695255355062795,0.1891891891891892
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,0,0,0,3,,13.171155446333852,12.28765724080691,0.2972972972972973
Maruti Wagon R AX BSIV,1,0,0,1,,12.429220196836383,11.082157933374816,0.24324324324324326
Hyundai i10 Asta,1,0,0,1,,12.611541086966115,10.62135173563291,0.21621621621621623
Maruti Swift ZXI ABS,1,0,0,1,,11.775297421715827,11.695255355062795,0.40540540540540543
Maruti Alto K10 LXI,1,0,0,2,,12.201065128819632,11.156264806643742,0.24324324324324326
Renault Duster 85PS Diesel RxL Optional,0,0,0,1,,13.208542908506082,11.407576060361786,0.21621621621621623
Maruti Ertiga ZDI,0,0,0,1,,13.25339339419516,11.289794413577894,0.16216216216216217
Honda City 2017-2020 VTEC,1,0,0,1,,11.918397239722838,11.695255355062795,0.37837837837837845
Maruti Alto STD,1,0,0,0,,11.652687407345388,11.51293546492023,0.2972972972972973
Tata Tigor 1.2 Revotron XT,1,0,0,0,,13.017005083966255,10.463131911491967,0.05405405405405406
Renault Triber RXT BSIV,1,0,0,0,,13.304686600863562,8.517393171418904,0.02702702702702703
Maruti Vitara Brezza VDi Option,0,0,0,0,,13.321215875492413,11.608244735642321,0.10810810810810811
Hyundai i20 1.2 Asta Option,1,0,0,0,,13.444448325847754,9.90353755128617,0.08108108108108109
Tata Nexon 1.2 Revotron XZ Plus,1,0,0,0,,13.579789490265188,9.61587214452889,0.05405405405405406
Maruti Alto K10 2010-2014 VXI,1,0,0,1,,12.449018824140563,10.596659732783579,0.16216216216216217
Honda Jazz 1.2 V i VTEC,1,0,0,0,,13.122365377402328,10.62135173563291,0.10810810810810811
Mahindra Bolero SLX,0,0,0,1,,12.73670383776449,11.51293546492023,0.24324324324324326
Mahindra Bolero SLX,0,0,0,2,,12.409017571151187,11.608244735642321,0.35135135135135137
Ford Fiesta Classic 1.4 Duratorq CLXI,0,0,0,2,,12.73670383776449,11.695255355062795,0.21621621621621623
Maruti Wagon R LXI,1,1,0,0,,12.30592250537653,10.463360450273136,0.32432432432432434
Datsun RediGO T,1,1,0,0,,12.506180941677357,10.344995251991222,0.08108108108108109
Hyundai Xcent 1.1 CRDi Base,0,1,0,0,,13.02805489573287,10.652849646423808,0.16216216216216217
Toyota Etios G Safety,1,1,0,0,,12.611541086966115,11.184435286790631,0.24324324324324326
Toyota Etios Liva 1.4 GD,0,1,0,0,,13.081543466215237,10.913122897389524,0.16216216216216217
Hyundai Verna CRDi 1.6 AT SX Plus,0,0,1,0,,13.815511557963774,10.308985993422082,0.05405405405405406
BMW 3 Series 320d Luxury Line Plus,0,1,1,0,,14.77102238760702,10.691967639914864,0.08108108108108109
Toyota Innova Crysta 2.8 ZX AT BSIV,0,1,1,0,,14.430696737594902,9.846440897156853,0.08108108108108109
Renault Koleos 2.0 Diesel,0,1,1,0,,13.815511557963774,11.22539004843061,0.1891891891891892
Renault Pulse RxZ Optional,0,1,0,0,,12.409017571151187,11.51293546492023,0.21621621621621623
Hyundai Grand i10 Magna AT,1,1,1,0,,13.345508528717259,8.37516869138682,0.02702702702702703
Volkswagen Polo 2015-2019 1.0 MPI Trendline,1,1,0,0,,13.235693848424024,9.581628028282761,0.05405405405405406
Mahindra XUV500 W9 BSIV,0,1,0,0,,14.204169225721929,10.085850775128717,0.05405405405405406
Toyota Corolla Altis Diesel D4DG,0,1,0,0,,12.959846800844963,11.33363132093428,0.2702702702702703
Volkswagen Polo GT TSI,1,1,1,1,,13.217675375388819,10.34177474101152,0.16216216216216217
Toyota Innova Crysta 2.4 GX MT BSIV,0,1,0,0,,14.204169225721929,11.51293546492023,0.10810810810810811
Renault Duster 85PS Diesel RxL,0,1,0,0,,13.527829818844937,10.78739971034626,0.08108108108108109
Hyundai i20 Era 1.4 CRDi,0,1,0,0,,13.25339339419516,10.937383526484547,0.10810810810810811
Maruti Baleno Delta 1.2,1,1,0,0,,13.279368835614243,10.411629578672917,0.13513513513513514
Honda Jazz 1.2 S AT i VTEC,1,1,1,0,,13.304686600863562,10.165890277802454,0.10810810810810811
Toyota Etios GD,0,0,0,0,,12.936036208848487,11.407576060361786,0.21621621621621623
Hyundai i20 Active 1.2 SX with AVN,1,0,0,1,,13.180634172318978,11.695255355062795,0.10810810810810811
Hyundai i20 Asta Option 1.2,1,0,0,0,,13.199326270390594,10.545367754151743,0.10810810810810811
Hyundai EON Era Plus,1,0,0,0,,12.100717685412471,11.002116507732017,0.1891891891891892
Maruti Swift Dzire VXI,1,0,0,0,,13.017005083966255,10.308985993422082,0.16216216216216217
Chevrolet Beat LT,1,0,0,0,,12.206077645517674,10.819798284210286,0.13513513513513514
Tata Tiago 1.2 Revotron XZ,1,0,0,0,,12.959846800844963,10.645448706505872,0.08108108108108109
Chevrolet Sail 1.2 LS ABS,1,0,0,0,,12.899222326086994,10.308985993422082,0.10810810810810811
Ford Ikon 1.3 Flair,1,0,0,0,,11.918397239722838,9.6714924414986,0.40540540540540543
Maruti Alto 800 LXI,1,0,0,0,,12.644330802262578,9.61587214452889,0.08108108108108109
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,0,0,0,0,,13.122365377402328,10.819798284210286,0.16216216216216217
Chevrolet Beat Diesel,0,0,0,1,,12.206077645517674,11.002116507732017,0.1891891891891892
Renault Lodgy 85PS RxE 7 Seater,0,0,0,0,,13.710151153416941,10.463131911491967,0.05405405405405406
Ambassador CLASSIC 1500 DSL AC,0,0,0,1,,11.225256725762893,11.407576060361786,0.5405405405405406
Maruti Swift LXI Optional-O,1,0,0,0,,12.899222326086994,10.819798284210286,0.13513513513513514
Honda Mobilio RS i DTEC,0,0,0,0,,13.384729180332174,11.608244735642321,0.13513513513513514
Maruti Swift VDI,0,1,0,0,,13.081543466215237,11.383363327277548,0.13513513513513514
Maruti Alto LXi,1,0,0,0,,11.849404844423074,10.463131911491967,0.2972972972972973
Maruti Swift VXI 2018,1,0,0,0,,13.217675375388819,8.517393171418904,0.05405405405405406
Maruti Wagon R AMT VXI,1,0,1,0,,12.847929163278053,10.275085591132715,0.08108108108108109
Tata Indigo CS LS (TDI) BS-III,0,0,0,0,,12.994532278619134,9.90353755128617,0.10810810810810811
Maruti Swift Dzire VXI 1.2,1,0,0,0,,13.353476685668044,9.61587214452889,0.05405405405405406
Renault KWID RXL,1,0,0,0,,12.429220196836383,10.596659732783579,0.08108108108108109
Maruti Alto LX,1,0,0,0,,11.695255355062795,9.741027444837728,0.2972972972972973
Tata Manza Aura Quadrajet BS IV,0,0,0,0,,12.567240979056246,11.695255355062795,0.21621621621621623
Maruti Baleno Delta 1.2,1,0,0,0,,13.217675375388819,10.714439990727769,0.10810810810810811
Mahindra Scorpio 1.99 S10 4WD,0,0,0,2,,13.76421831620775,11.002116507732017,0.10810810810810811
Tata Harrier XZ Dark Edition BSIV,0,0,0,0,,14.30409118627969,10.12667110305036,0.02702702702702703
Ford Fiesta 1.5 TDCi Trend,0,0,0,1,,13.124363376072994,11.289794413577894,0.13513513513513514
Mahindra Bolero 2011-2019 ZLX BSIII,0,0,0,0,,13.217675375388819,11.156264806643742,0.16216216216216217
Maruti Alto 800 LXI,1,0,0,0,,12.611541086966115,10.12667110305036,0.10810810810810811
Maruti Wagon R VXI BS IV,1,0,0,2,,12.611541086966115,10.819798284210286,0.13513513513513514
Toyota Etios Liva GD,0,0,0,1,,12.54254845357358,11.51293546492023,0.21621621621621623
Ford Figo 1.5P Titanium AT,1,0,1,0,,12.938442943086665,10.596659732783579,0.13513513513513514
Maruti Omni E MPI STD BS IV,1,0,0,0,,12.468440756144114,10.308985993422082,0.05405405405405406
Chevrolet Sail 1.2 LS ABS,1,0,0,0,,13.217675375388819,9.61587214452889,0.10810810810810811
Mahindra XUV500 W8 2WD,0,0,0,1,,13.45883704259595,11.51293546492023,0.21621621621621623
Tata Indigo CS eGLX BS IV,1,0,0,0,,12.10625783509458,11.156264806643742,0.24324324324324326
Mahindra Scorpio VLS AT 2.2 mHAWK,0,0,1,1,,12.807655372286902,11.608244735642321,0.2972972972972973
Hyundai Santro Xing XO eRLX Euro II,1,0,0,0,,11.918397239722838,9.165238398063762,0.37837837837837845
Maruti Alto K10 VXI AGS Optional,1,0,1,0,,12.899222326086994,9.210440366976517,0.08108108108108109
Hyundai i10 Sportz,1,0,0,0,,12.25486757159303,11.608244735642321,0.2702702702702703
Hyundai Verna 1.6 SX,0,0,0,1,,13.122365377402328,11.373674891823535,0.1891891891891892
Jaguar XE 2016-2019 2.0L Diesel Prestige,0,1,1,0,,14.812828497348312,9.105090961257085,0.08108108108108109
Lexus ES 300h,1,1,1,0,,15.454507466814658,9.90353755128617,0.02702702702702703
Jaguar XF 2.0 Diesel Portfolio,0,1,1,0,,14.978661680269907,10.714439990727769,0.08108108108108109
Tata Safari Storme EX,0,0,0,0,,13.12834743715147,11.608244735642321,0.13513513513513514
Volvo XC40 D4 Inscription BSIV,0,0,1,0,,15.150511887854474,9.90353755128617,0.02702702702702703
Toyota Camry 2.5 Hybrid,1,2,1,0,,14.508658238524095,11.128585638477013,0.10810810810810811
Maruti Wagon R LXI,1,2,0,0,,12.323860125621126,10.97411180466407,0.1891891891891892
Maruti Baleno Alpha 1.3,0,1,0,0,,13.51440681653079,10.566639335560673,0.05405405405405406
Honda Jazz VX,1,2,0,0,,13.217675375388819,10.941907417643346,0.10810810810810811
Toyota Innova 2.5 VX (Diesel) 7 Seater,0,2,0,1,,13.527829818844937,11.281359040644935,0.1891891891891892
Maruti Swift AMT VVT VXI,1,2,1,0,,13.384729180332174,8.634442751466477,0.02702702702702703
Toyota Etios VX,1,2,0,0,,13.345508528717259,10.147961974552167,0.08108108108108109
Maruti Swift AMT ZXI,1,1,1,0,,13.304686600863562,11.153102714740765,0.05405405405405406
Hyundai Grand i10 1.2 CRDi Sportz,0,1,0,0,,13.017005083966255,10.93828994344506,0.08108108108108109
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.501909696719672,8.922791623969637,0.02702702702702703
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.520258832020865,9.04793908261736,0.02702702702702703
Honda Amaze V CVT Petrol BSIV,1,2,1,0,,13.565767608549109,8.858368636308018,0.02702702702702703
Skoda Rapid 1.6 MPI AT Elegance,1,1,1,0,,13.377007146164305,9.305741456739435,0.10810810810810811
Volvo V40 D3 R-Design,0,1,1,0,,14.72175135802525,7.601402334583733,0.05405405405405406
Maruti Baleno Alpha 1.3,0,0,0,0,,13.507627138738266,11.156264806643742,0.08108108108108109
Tata Zest Revotron 1.2 XT,1,0,0,0,,13.217675375388819,11.695255355062795,0.08108108108108109
Maruti Ertiga ZDI,0,0,0,0,,13.142166004700508,11.904974309480183,0.1891891891891892
Hyundai i20 Asta 1.4 CRDi,0,0,0,1,,13.038981768465277,11.002116507732017,0.1891891891891892
Maruti Alto 800 LXI,1,0,0,0,,12.644330802262578,9.798182590890704,0.13513513513513514
Tata Zest Quadrajet 1.3 75PS XMS,0,0,0,0,,13.560619598657233,11.289794413577894,0.05405405405405406
Maruti Alto LXI,1,0,0,2,,11.561725152903833,11.472113887062386,0.4324324324324324
Honda Amaze S i-Dtech,0,0,0,1,,12.971542813248437,11.48247656671073,0.13513513513513514
Hyundai i20 Sportz 1.4 CRDi,0,0,0,2,,12.793862088206213,12.25486757159303,0.1891891891891892
Volkswagen Vento Diesel Breeze,0,0,0,2,,12.899222326086994,11.002116507732017,0.21621621621621623
Maruti Swift Dzire ZDI,0,0,0,0,,13.304686600863562,11.407576060361786,0.16216216216216217
Honda WR-V i-VTEC VX,1,0,0,0,,13.270785106659046,10.463131911491967,0.02702702702702703
Mahindra Verito 1.5 D2 BSIV,0,0,0,1,,11.849404844423074,11.695255355062795,0.21621621621621623
Tata Indigo TDI,0,0,0,0,,12.25486757159303,11.51293546492023,0.32432432432432434
Hyundai Grand i10 Asta Option,1,0,0,0,,13.217675375388819,9.90353755128617,0.08108108108108109
Chevrolet Sail Hatchback Petrol LS ABS,1,0,0,1,,11.695255355062795,11.608244735642321,0.1891891891891892
Toyota Innova 2.5 GX (Diesel) 7 Seater,0,0,0,0,,12.899222326086994,10.463131911491967,0.1891891891891892
Honda WR-V i-DTEC VX,0,0,0,0,,13.849912950864715,9.61587214452889,0.05405405405405406
Maruti Ciaz VDi Plus,0,0,0,0,,13.345508528717259,11.407576060361786,0.13513513513513514
Hyundai i10 Magna,1,0,0,0,,12.206077645517674,10.596659732783579,0.32432432432432434
Tata Manza Club Class Quadrajet90 EX,0,0,0,0,,12.663500657121004,11.849404844423074,0.1891891891891892
Maruti Vitara Brezza ZDi,0,0,0,0,,13.608487618541492,11.608244735642321,0.08108108108108109
Toyota Innova Crysta 2.8 GX AT BSIV,0,0,1,0,,14.269766465162304,10.915106645867503,0.10810810810810811
Toyota Innova 2.5 VX (Diesel) 8 Seater,0,0,0,0,,13.710151153416941,11.19822841866684,0.1891891891891892
Maruti Ertiga VDI,0,0,0,0,,13.384729180332174,11.51293546492023,0.13513513513513514
Ford Figo Aspire 1.5 TDCi Trend,0,0,0,1,,13.038981768465277,10.373522431293592,0.13513513513513514
Nissan Sunny Diesel XV,0,0,0,0,,12.577639650232573,11.626905723671461,0.21621621621621623
Ford Figo Diesel EXI,0,0,0,0,,12.899222326086994,10.308985993422082,0.16216216216216217
Maruti Swift VDI BSIV,0,0,0,1,,13.244582780038517,11.156264806643742,0.10810810810810811
Volkswagen Multivan TDI,0,0,0,1,,14.580978865220017,10.819798284210286,0.24324324324324326
Chevrolet Spark 1.0 LS,1,0,0,1,,11.918397239722838,11.289794413577894,0.2972972972972973
BMW 3 Series 320d Sedan,0,0,1,3,,13.081543466215237,11.608244735642321,0.35135135135135137
Maruti Zen Estilo 1.1 LX BSIII,1,0,0,1,,11.156264806643742,11.289794413577894,0.35135135135135137
Maruti Zen Estilo 1.1 LX BSIII,1,0,0,1,,11.156264806643742,11.289794413577894,0.35135135135135137
Mercedes-Benz E-Class E 250 Elegance,1,0,1,1,,13.989464705423494,11.289794413577894,0.24324324324324326
Hyundai Santro GLS I - Euro II,1,0,0,1,,11.849404844423074,11.51293546492023,0.37837837837837845
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,0,0,0,0,,13.710151153416941,9.852246888342531,0.05405405405405406
Hyundai i20 Sportz Option 1.4 CRDi,0,0,0,0,,13.304686600863562,10.596659732783579,0.13513513513513514
Mahindra Scorpio S10 7 Seater,0,0,0,0,,13.910821646859095,10.864177871706968,0.13513513513513514
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2,0,0,1,,11.695255355062795,12.04355959836804,0.2702702702702703
Maruti Omni E 8 Str STD,1,0,0,0,,11.695255355062795,11.849404844423074,0.2972972972972973
Maruti Omni E 8 Str STD,1,0,0,1,,11.695255355062795,12.04355959836804,0.2702702702702703
Hyundai i20 Magna,1,0,0,2,,12.345834587905333,11.002116507732017,0.2972972972972973
Honda Amaze i-VTEC Privilege Edition,1,0,0,0,,13.25339339419516,9.666561963748133,0.08108108108108109
Hyundai Verna 1.6 SX,0,0,0,0,,13.26212705890841,11.571203807011969,0.16216216216216217
Volkswagen Vento Diesel Highline,0,0,0,2,,12.54254845357358,11.289794413577894,0.21621621621621623
Hyundai i20 Active 1.4 SX Dual Tone,0,0,0,1,,13.270785106659046,11.211833885608513,0.13513513513513514
Maruti Ertiga VDI,0,0,0,1,,13.681980308196241,10.463131911491967,0.05405405405405406
Hyundai Verna 1.6 SX CRDi (O),0,0,0,2,,13.122365377402328,11.156264806643742,0.1891891891891892
Maruti Ciaz ZDi,0,0,0,0,,13.45883704259595,11.002116507732017,0.13513513513513514
Ford Figo 1.2P Titanium MT,1,0,0,1,,12.868763195921677,10.819798284210286,0.10810810810810811
Hyundai i10 Sportz,1,0,0,1,,12.323860125621126,11.289794413577894,0.24324324324324326
Tata Indigo CS eGLX BS IV,1,0,0,1,,11.407576060361786,11.407576060361786,0.24324324324324326
Renault Duster 110PS Diesel RxZ,0,0,0,0,,13.304686600863562,11.643962499267984,0.16216216216216217
Hyundai i20 Magna,1,0,0,0,,12.367345048436391,11.51293546492023,0.2972972972972973
Hyundai i20 1.4 CRDi Asta,0,0,0,1,,12.765691290604371,11.51293546492023,0.24324324324324326
Hyundai i10 Sportz,1,0,0,1,,12.367345048436391,11.289794413577894,0.24324324324324326
Maruti Alto LXi,1,0,0,0,,12.154784614286667,10.463131911491967,0.2702702702702703
Tata Manza Aura (ABS) Quadrajet BS IV,0,0,0,0,,12.691583538230217,11.277215789596893,0.24324324324324326
Hyundai i20 Asta 1.2,1,0,0,1,,13.217675375388819,14.674366225969685,0.35135135135135137
Volkswagen Vento Diesel Highline,0,0,0,2,,12.611541086966115,11.695255355062795,0.24324324324324326
Tata Tigor 1.2 Revotron XT,1,0,0,0,,13.217675375388819,9.210440366976517,0.08108108108108109
Mahindra XUV500 W8 AWD,0,0,0,1,,13.487007879880162,11.918397239722838,0.1891891891891892
Nissan Micra XE,1,0,0,0,,11.608244735642321,11.608244735642321,0.24324324324324326
Maruti Alto 800 VXI,1,0,0,0,,12.644330802262578,9.210440366976517,0.05405405405405406
Maruti Wagon R LXI LPG BSIV,2,0,0,1,,11.918397239722838,11.156264806643742,0.2702702702702703
Tata Indica Vista TDI LX,0,0,0,0,,12.468440756144114,10.736418414365376,0.21621621621621623
Hyundai Accent GLS,1,0,0,3,,10.915106645867503,11.695255355062795,0.48648648648648657
Maruti Swift VDI,0,0,0,2,,13.017005083966255,11.597275804538212,0.1891891891891892
Hyundai i10 Sportz Option,1,0,0,1,,12.201065128819632,11.156264806643742,0.2972972972972973
Mahindra Scorpio S3 9 Seater BSIV,0,0,0,0,,13.815511557963774,10.463131911491967,0.05405405405405406
Ford Figo Diesel EXI,0,0,0,0,,12.388398368982115,11.184435286790631,0.24324324324324326
Renault KWID RXL,1,0,0,0,,12.765691290604371,10.596659732783579,0.05405405405405406
Mahindra Bolero 2011-2019 ZLX BSIII,0,0,0,2,,13.180634172318978,11.695255355062795,0.16216216216216217
Chevrolet Spark 1.0 LS,1,0,0,0,,11.918397239722838,10.463131911491967,0.24324324324324326
Hyundai Elite i20 Magna Plus BSIV,1,0,0,0,,13.345508528717259,9.433563920090563,0.02702702702702703
Hyundai Grand i10 Magna,1,0,0,0,,12.84265212010087,11.289794413577894,0.16216216216216217
Renault KWID RXT,1,0,0,1,,12.25486757159303,12.25486757159303,0.13513513513513514
Maruti Swift Dzire VDI,0,0,0,1,,13.45883704259595,11.51293546492023,0.05405405405405406
Hyundai Santro Xing GL Plus,1,0,0,1,,11.957617696467539,11.608244735642321,0.24324324324324326
Mahindra Bolero Power Plus ZLX,0,0,0,0,,13.45883704259595,11.542493975902508,0.10810810810810811
Maruti Wagon R LXI Minor,1,0,0,1,,12.175618592671356,13.266316524397956,0.2702702702702703
Maruti Alto LX,1,0,0,1,,11.695255355062795,11.51293546492023,0.37837837837837845
Honda Amaze S AT i-Vtech,1,0,1,0,,12.936036208848487,10.714439990727769,0.13513513513513514
Honda Amaze S AT i-Vtech,1,0,1,0,,13.017005083966255,10.714439990727769,0.13513513513513514
Honda Brio S MT,1,0,0,2,,12.691583538230217,10.596659732783579,0.16216216216216217
Mahindra Bolero 2011-2019 Plus AC,0,0,0,0,,13.171155446333852,12.206077645517674,0.16216216216216217
Hyundai EON Magna Plus,1,0,0,0,,12.487488878546145,11.51293546492023,0.08108108108108109
Maruti Omni 8 Seater BSII,1,0,0,1,,11.51293546492023,11.695255355062795,0.32432432432432434
Jaguar XE 2016-2019 2.0L Diesel Prestige,0,1,1,0,,14.812828497348312,9.105090961257085,0.08108108108108109
Lexus ES 300h,1,1,1,0,,15.454507466814658,9.90353755128617,0.02702702702702703
Jaguar XF 2.0 Diesel Portfolio,0,1,1,0,,14.978661680269907,10.714439990727769,0.08108108108108109
Tata Safari Storme EX,0,0,0,0,,13.12834743715147,11.608244735642321,0.13513513513513514
Volvo XC40 D4 Inscription BSIV,0,0,1,0,,15.150511887854474,9.90353755128617,0.02702702702702703
Toyota Camry 2.5 Hybrid,1,2,1,0,,14.508658238524095,11.128585638477013,0.10810810810810811
Maruti Wagon R LXI,1,2,0,0,,12.323860125621126,10.97411180466407,0.1891891891891892
Maruti Baleno Alpha 1.3,0,1,0,0,,13.51440681653079,10.566639335560673,0.05405405405405406
Honda Jazz VX,1,2,0,0,,13.217675375388819,10.941907417643346,0.10810810810810811
Toyota Innova 2.5 VX (Diesel) 7 Seater,0,2,0,1,,13.527829818844937,11.281359040644935,0.1891891891891892
Maruti Swift AMT VVT VXI,1,2,1,0,,13.384729180332174,8.634442751466477,0.02702702702702703
Toyota Etios VX,1,2,0,0,,13.345508528717259,10.147961974552167,0.08108108108108109
Maruti Swift AMT ZXI,1,1,1,0,,13.304686600863562,11.153102714740765,0.05405405405405406
Hyundai Grand i10 1.2 CRDi Sportz,0,1,0,0,,13.017005083966255,10.93828994344506,0.08108108108108109
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.501909696719672,8.922791623969637,0.02702702702702703
BMW X4 M Sport X xDrive20d,0,1,1,0,,15.520258832020865,9.04793908261736,0.02702702702702703
Honda Amaze V CVT Petrol BSIV,1,2,1,0,,13.565767608549109,8.858368636308018,0.02702702702702703
Skoda Rapid 1.6 MPI AT Elegance,1,1,1,0,,13.377007146164305,9.305741456739435,0.10810810810810811
Volvo V40 D3 R-Design,0,1,1,0,,14.72175135802525,7.601402334583733,0.05405405405405406
Tata Zest Quadrajet 1.3 XM,0,0,0,0,,12.899222326086994,11.51293546492023,0.13513513513513514
Hyundai i20 Magna Optional 1.4 CRDi,0,0,0,0,,12.75130259456002,10.596659732783579,0.1891891891891892
Mahindra Thar CRDe,0,0,0,1,,13.652992804936396,9.61587214452889,0.05405405405405406
Maruti Ignis 1.2 AMT Zeta BSIV,1,0,1,0,,13.3374763699232,9.61587214452889,0.05405405405405406
Maruti Baleno Alpha 1.2,1,0,0,1,,13.45883704259595,9.210440366976517,0.05405405405405406
Tata Indica Vista Quadrajet VX,0,0,0,0,,12.206077645517674,11.407576060361786,0.21621621621621623
Mahindra Bolero Power Plus LX,0,0,0,0,,13.399996629152975,11.289794413577894,0.08108108108108109
Mitsubishi Pajero Sport 4X4,0,0,0,0,,14.346139397261565,10.571342565808699,0.13513513513513514
Tata Indica V2 DLE BSIII,0,0,0,1,,11.407576060361786,11.002116507732017,0.2972972972972973
Mahindra XUV500 W6 2WD,0,0,0,1,,13.864301674514206,10.239995502805316,0.13513513513513514
Ford Figo Petrol EXI,1,0,0,1,,11.982935344196433,11.407576060361786,0.2702702702702703
Honda Civic 1.8 (E) MT,1,0,0,2,,11.918397239722838,11.289794413577894,0.37837837837837845
Maruti Zen Estilo LX BSIV,1,0,0,0,,12.206077645517674,10.463131911491967,0.2702702702702703
Toyota Corolla Altis Diesel D4DG,0,0,0,1,,12.807655372286902,12.128116509451258,0.24324324324324326
Fiat Punto 1.2 Active,1,0,0,1,,11.849404844423074,11.608244735642321,0.2972972972972973
Fiat Avventura Power Up 1.3 Active,0,0,0,0,,12.793862088206213,11.51293546492023,0.10810810810810811
Honda City 2017-2020 GXi,1,0,0,1,,12.206077645517674,11.608244735642321,0.32432432432432434
Skoda Laura Ambiente,0,0,0,1,,12.429220196836383,11.51293546492023,0.2702702702702703
Skoda Laura Ambiente 1.9 PD,0,0,0,1,,12.345834587905333,11.608244735642321,0.32432432432432434
Ford Fiesta 1.4 ZXi TDCi ABS,0,0,0,1,,12.676079399771027,11.775297421715827,0.24324324324324326
Hyundai Santro Xing XS eRLX Euro II,1,0,0,2,,11.350418300109132,11.131679686740132,0.4594594594594595
Hyundai Creta 1.6 SX,1,0,0,0,,13.997832948091215,10.203629181337648,0.05405405405405406
Maruti Baleno Zeta Automatic,1,0,1,0,,13.51440681653079,9.105090961257085,0.05405405405405406
Hyundai i20 Magna Optional 1.4 CRDi,0,0,0,0,,12.75130259456002,10.596659732783579,0.1891891891891892
Maruti Ignis 1.2 AMT Zeta BSIV,1,0,1,1,,13.25339339419516,9.852246888342531,0.02702702702702703
Maruti Wagon R VXI 1.2,1,0,0,0,,13.102162710901053,9.210440366976517,0.02702702702702703
Tata Indigo CR4,0,0,0,0,,12.429220196836383,11.51293546492023,0.1891891891891892
Maruti Wagon R AMT VXI,1,0,1,0,,12.971542813248437,9.90353755128617,0.08108108108108109
Hyundai EON Era,1,0,0,0,,12.323860125621126,10.463131911491967,0.16216216216216217
Mahindra Thar CRDe,0,0,0,1,,13.652992804936396,9.61587214452889,0.05405405405405406
Maruti Ignis 1.2 AMT Zeta BSIV,1,0,1,0,,13.3374763699232,9.61587214452889,0.05405405405405406
Hyundai i20 Sportz 1.4 CRDi,0,0,0,1,,12.994532278619134,11.156264806643742,0.16216216216216217
Maruti Vitara Brezza ZDi Plus Dual Tone,0,0,0,0,,13.592368256649284,11.156264806643742,0.10810810810810811
Maruti Baleno Alpha 1.2,1,0,0,1,,13.45883704259595,9.210440366976517,0.05405405405405406
